image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
324158,32029,,0.08111572265625,32063,,0.08087158203125,32048,,0.08087158203125,32059,,0.080810546875,32015,,0.080810546875
60835,32029,,0.09771728515625,32048,,0.09771728515625,32063,,0.09765625,32015,,0.09765625,32059,,0.09759521484375
80153,32029,,0.07403564453125,32048,,0.07379150390625,32059,,0.07373046875,32015,,0.07373046875,32008,,0.07373046875
427034,32029,,0.0921630859375,32048,,0.092041015625,32015,,0.092041015625,32063,,0.09197998046875,32059,,0.09197998046875
395801,32029,,0.08343505859375,32048,,0.08319091796875,32059,,0.0831298828125,32063,,0.08306884765625,32015,,0.08306884765625
289343,32029,,0.09368896484375,32059,,0.093505859375,32048,,0.093505859375,32015,,0.0933837890625,32002,,0.0933837890625
67213,32029,,0.07861328125,32048,,0.078369140625,32059,,0.07830810546875,32063,,0.07830810546875,32015,,0.0782470703125
463522,32029,,0.0867919921875,32063,,0.08642578125,32048,,0.08642578125,32059,,0.08642578125,32008,,0.08636474609375
64868,32029,,0.0921630859375,32048,,0.092041015625,32008,,0.092041015625,32063,,0.092041015625,32015,,0.092041015625
355240,32029,,0.0845947265625,32063,,0.08453369140625,32059,,0.08447265625,32048,,0.08447265625,32008,,0.08441162109375
