image_id,patch_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
441586,0,32015,,0.08746337890625,32050,,0.08740234375,32043,,0.08734130859375,32021,,0.08721923828125,32044,,0.08709716796875
441586,1,32043,,0.101318359375,32041,,0.10125732421875,32050,,0.1011962890625,32015,,0.1011962890625,32002,,0.1011962890625
441586,2,32041,,0.09661865234375,32060,,0.09649658203125,32046,,0.0963134765625,32032,,0.0963134765625,32054,,0.09619140625
441586,3,30296,्,0.0736083984375,29981,ч,0.07147216796875,29975,б,0.06268310546875,30655,্,0.06231689453125,1913,Am,0.06182861328125
441586,4,30296,्,0.073974609375,29981,ч,0.0721435546875,29975,б,0.06298828125,30655,্,0.0626220703125,1913,Am,0.0621337890625
441586,5,32063,,0.092041015625,32055,,0.0919189453125,32046,,0.0919189453125,32041,,0.09185791015625,32017,,0.09185791015625
441586,6,32036,,0.07928466796875,32063,,0.07916259765625,32045,,0.0789794921875,32019,,0.0789794921875,32015,,0.078857421875
441586,7,30296,्,0.07427978515625,29981,ч,0.072021484375,29975,б,0.06378173828125,30655,্,0.062469482421875,1913,Am,0.061920166015625
441586,8,32041,,0.11004638671875,32046,,0.1097412109375,32060,,0.10968017578125,32063,,0.10968017578125,32023,,0.109619140625
441586,9,32041,,0.0863037109375,32043,,0.08624267578125,32015,,0.08612060546875,32050,,0.0860595703125,32002,,0.0860595703125
441586,10,32063,,0.0938720703125,32036,,0.09356689453125,32015,,0.093505859375,32044,,0.09344482421875,32017,,0.09344482421875
441586,11,32019,,0.0968017578125,32051,,0.09674072265625,32028,,0.09674072265625,32059,,0.09661865234375,32041,,0.09661865234375
441586,12,32041,,0.10205078125,32028,,0.10198974609375,32058,,0.1019287109375,32059,,0.10186767578125,32013,,0.10186767578125
441586,13,32041,,0.0853271484375,32060,,0.085205078125,32046,,0.0850830078125,32032,,0.0850830078125,32054,,0.0849609375
441586,14,7947,ниц,0.08270263671875,2117,cap,0.078857421875,12533,pton,0.0736083984375,32041,,0.07183837890625,32029,,0.07147216796875
441586,15,32041,,0.107421875,32060,,0.10711669921875,32032,,0.10699462890625,32046,,0.10687255859375,32023,,0.10687255859375
441586,16,32041,,0.11334228515625,32058,,0.11309814453125,32017,,0.113037109375,32015,,0.113037109375,32002,,0.113037109375
441586,17,30296,्,0.07427978515625,29981,ч,0.0718994140625,29975,б,0.06414794921875,30655,্,0.06268310546875,1913,Am,0.061859130859375
441586,18,30296,्,0.072998046875,29981,ч,0.071533203125,29975,б,0.0628662109375,30655,্,0.062042236328125,5094,cy,0.06170654296875
441586,19,30296,्,0.07452392578125,29981,ч,0.07159423828125,29975,б,0.0638427734375,30655,্,0.0626220703125,1913,Am,0.06170654296875
441586,20,30296,्,0.0743408203125,29981,ч,0.07177734375,29975,б,0.0638427734375,30655,্,0.0631103515625,1913,Am,0.061492919921875
441586,21,32002,,0.11474609375,32041,,0.11474609375,32017,,0.11468505859375,32036,,0.1146240234375,32019,,0.1146240234375
441586,22,32029,,0.1002197265625,32041,,0.10009765625,32059,,0.09979248046875,32019,,0.0997314453125,32002,,0.0997314453125
441586,23,32050,,0.09210205078125,32015,,0.092041015625,32043,,0.09197998046875,32044,,0.09185791015625,32021,,0.09185791015625
441586,24,32019,,0.1229248046875,32002,,0.1229248046875,32041,,0.12286376953125,32036,,0.12286376953125,32015,,0.12286376953125
441586,25,2692,UT,0.0721435546875,15694,litt,0.068115234375,16265,ssl,0.06524658203125,29981,ч,0.065185546875,22911,nas,0.06329345703125
441586,26,30296,्,0.07427978515625,29981,ч,0.072021484375,29975,б,0.0638427734375,30655,্,0.062408447265625,1913,Am,0.061798095703125
441586,27,30296,्,0.07427978515625,29981,ч,0.07208251953125,29975,б,0.0635986328125,30655,্,0.062347412109375,1913,Am,0.061859130859375
441586,28,30296,्,0.07440185546875,29981,ч,0.07220458984375,29975,б,0.0640869140625,30655,্,0.0625,1913,Am,0.062164306640625
441586,29,30296,्,0.07269287109375,29981,ч,0.071044921875,30655,্,0.06298828125,29975,б,0.06280517578125,5094,cy,0.06146240234375
441586,30,30296,्,0.073974609375,29981,ч,0.07220458984375,29975,б,0.06353759765625,30655,্,0.062469482421875,1913,Am,0.062255859375
441586,31,30296,्,0.07403564453125,29981,ч,0.07220458984375,29975,б,0.06378173828125,30655,্,0.06243896484375,1913,Am,0.06195068359375
