image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
442456,31493,드,0.06488037109375,4839,header,0.063720703125,1609,by,0.0635986328125,14789,ATCH,0.063232421875,2486,ately,0.0626220703125
258793,25709,witz,0.0672607421875,30572,テ,0.06475830078125,29975,б,0.0643310546875,14789,ATCH,0.0634765625,16171,Debug,0.063232421875
245320,1,<s>,0.08172607421875,545,ure,0.06817626953125,19891,/_,0.0618896484375,17572,wort,0.061065673828125,21710,Ri,0.06005859375
344888,12533,pton,0.07379150390625,5109,ån,0.07293701171875,23062,ceae,0.068115234375,17464,oslav,0.0670166015625,30898,度,0.06683349609375
491213,13499,pert,0.07110595703125,1263,ова,0.0675048828125,705,we,0.064208984375,6052,ления,0.0618896484375,848,data,0.0618896484375
424975,18282,iku,0.0711669921875,17572,wort,0.0703125,6544,oles,0.06805419921875,24123,Lü,0.06787109375,1953,ctions,0.06610107421875
169996,30081, ,0.06451416015625,26688,dtype,0.06439208984375,26330,xp,0.06201171875,18212,стру,0.059783935546875,16171,Debug,0.0596923828125
213593,30262, ,0.07293701171875,20342,ardon,0.0653076171875,31961,嘉,0.06243896484375,2103,width,0.062042236328125,28752,atia,0.06195068359375
419408,1,<s>,0.07452392578125,391,ist,0.0684814453125,30019,ç,0.0662841796875,26968,roe,0.06524658203125,30034,ß,0.06475830078125
115946,2835,нов,0.082763671875,30068,Х,0.0718994140625,649,put,0.06854248046875,14646,pró,0.062408447265625,29955,7,0.06207275390625
