image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
442456,32029,,0.086669921875,32048,,0.08642578125,32063,,0.08636474609375,32059,,0.08636474609375,32015,,0.08636474609375
258793,32029,,0.0865478515625,32048,,0.08636474609375,32059,,0.0863037109375,32063,,0.08624267578125,32008,,0.086181640625
245320,32029,,0.078125,32048,,0.0780029296875,32063,,0.07794189453125,32015,,0.07794189453125,32059,,0.077880859375
344888,32029,,0.08502197265625,32048,,0.08477783203125,32059,,0.08465576171875,32020,,0.08465576171875,32015,,0.08465576171875
491213,32029,,0.0921630859375,32063,,0.09210205078125,32048,,0.09210205078125,32059,,0.092041015625,32015,,0.09197998046875
424975,32029,,0.09625244140625,32048,,0.09619140625,32059,,0.09613037109375,32015,,0.0960693359375,32063,,0.09600830078125
169996,32029,,0.0889892578125,32048,,0.08892822265625,32063,,0.08880615234375,32059,,0.0887451171875,32020,,0.08868408203125
213593,32029,,0.08734130859375,32048,,0.087158203125,32059,,0.0870361328125,32063,,0.0870361328125,32008,,0.08697509765625
419408,32029,,0.09332275390625,32059,,0.09320068359375,32048,,0.09320068359375,32063,,0.0931396484375,32015,,0.09307861328125
115946,32048,,0.0943603515625,32029,,0.09429931640625,32063,,0.09423828125,32041,,0.09423828125,32042,,0.0941162109375
