image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
490171,1,<s>,0.07952880859375,622,ject,0.064697265625,1263,ова,0.064453125,4330,TE,0.0643310546875,25809,------+,0.06292724609375
474164,13610,том,0.07586669921875,19259,Nat,0.0697021484375,32027,,0.06793212890625,32037,,0.067626953125,32017,,0.067626953125
193674,622,ject,0.07257080078125,1,<s>,0.072509765625,190,�,0.06781005859375,4330,TE,0.064453125,1263,ова,0.06414794921875
90003,3068,can,0.07122802734375,1144,ins,0.06976318359375,2593,iff,0.06689453125,16171,Debug,0.06610107421875,29929,9,0.06597900390625
7386,20613,voet,0.0672607421875,15623,anu,0.0665283203125,6544,oles,0.0665283203125,17408,гом,0.0660400390625,8230,pil,0.0657958984375
206831,12647,semi,0.07623291015625,8817,idas,0.072265625,30495,定,0.071044921875,193,�,0.0643310546875,2682,át,0.06292724609375
125405,18282,iku,0.0648193359375,4858,aden,0.06451416015625,12647,semi,0.06353759765625,15282,mund,0.063232421875,3068,can,0.06304931640625
543581,26688,dtype,0.07196044921875,1188,log,0.06890869140625,1263,ова,0.06829833984375,26968,roe,0.0679931640625,16171,Debug,0.06732177734375
283412,12884,Econom,0.07708740234375,30058,î,0.06817626953125,14873,atar,0.06591796875,24195,sein,0.06585693359375,28752,atia,0.0650634765625
385997,649,put,0.070068359375,30495,定,0.06982421875,3660,ae,0.0684814453125,2310,dem,0.06817626953125,20178,тому,0.06719970703125
389933,85,R,0.06884765625,25581,naval,0.067626953125,11428,onymous,0.06744384765625,29988,х,0.0672607421875,13806,deutschen,0.06488037109375
367195,1144,ins,0.0843505859375,3660,ae,0.06512451171875,16855,Trib,0.0633544921875,20321,NT,0.06298828125,1916,зи,0.0626220703125
246454,26968,roe,0.07647705078125,8829,env,0.076416015625,32042,,0.07489013671875,32037,,0.07470703125,32027,,0.07470703125
