image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
421923,32029,,0.0870361328125,32059,,0.08673095703125,32048,,0.08673095703125,32063,,0.086669921875,32015,,0.086669921875
440475,32029,,0.09783935546875,32063,,0.0977783203125,32048,,0.0977783203125,32059,,0.0977783203125,32015,,0.09765625
575187,32029,,0.0828857421875,32048,,0.08270263671875,32015,,0.0826416015625,32059,,0.08258056640625,32008,,0.08258056640625
135872,32029,,0.08514404296875,32063,,0.08489990234375,32048,,0.08489990234375,32015,,0.0848388671875,32008,,0.0848388671875
166521,32029,,0.08636474609375,32063,,0.08624267578125,32048,,0.08624267578125,32059,,0.086181640625,32008,,0.08612060546875
316666,32029,,0.08642578125,32059,,0.08624267578125,32048,,0.08624267578125,32063,,0.086181640625,32015,,0.086181640625
181753,32029,,0.0928955078125,32063,,0.09283447265625,32059,,0.0927734375,32048,,0.0927734375,32015,,0.09271240234375
389315,32029,,0.0760498046875,32048,,0.0758056640625,32059,,0.07574462890625,32020,,0.07568359375,32008,,0.07568359375
454067,32029,,0.09124755859375,32048,,0.0911865234375,32063,,0.09112548828125,32059,,0.09112548828125,32008,,0.09112548828125
255483,32029,,0.0885009765625,32048,,0.08837890625,32015,,0.08831787109375,32059,,0.0882568359375,32008,,0.0882568359375
194724,32029,,0.09906005859375,32041,,0.09893798828125,32048,,0.098876953125,32063,,0.09881591796875,32059,,0.0987548828125
251824,32029,,0.0933837890625,32063,,0.09326171875,32048,,0.0931396484375,32015,,0.0931396484375,32008,,0.09307861328125
147415,32029,,0.09283447265625,32048,,0.09259033203125,32015,,0.09259033203125,32059,,0.092529296875,32008,,0.092529296875
451308,32029,,0.091796875,32048,,0.09173583984375,32059,,0.0916748046875,32063,,0.0916748046875,32015,,0.09161376953125
139,32029,,0.0972900390625,32059,,0.09716796875,32048,,0.09716796875,32063,,0.09710693359375,32008,,0.09698486328125
91615,32029,,0.0875244140625,32063,,0.0875244140625,32048,,0.08740234375,32059,,0.0872802734375,32015,,0.0872802734375
65074,32029,,0.0899658203125,32063,,0.08984375,32048,,0.08984375,32015,,0.08978271484375,32008,,0.08978271484375
96001,32029,,0.08660888671875,32059,,0.08636474609375,32015,,0.08636474609375,32063,,0.08636474609375,32048,,0.08636474609375
551439,32029,,0.08636474609375,32048,,0.086181640625,32015,,0.08612060546875,32020,,0.0860595703125,32002,,0.0860595703125
443303,32029,,0.0902099609375,32063,,0.090087890625,32048,,0.090087890625,32015,,0.09002685546875,32008,,0.0899658203125
366884,32029,,0.0888671875,32048,,0.08880615234375,32063,,0.0887451171875,32015,,0.08868408203125,32008,,0.08868408203125
433192,32029,,0.08612060546875,32063,,0.0859375,32048,,0.0859375,32015,,0.08587646484375,32008,,0.08587646484375
125129,32029,,0.0953369140625,32048,,0.09521484375,32015,,0.09521484375,32063,,0.0950927734375,32059,,0.0950927734375
