image_id,top_1_token_id,top_1_word,top_1_score,top_2_token_id,top_2_word,top_2_score,top_3_token_id,top_3_word,top_3_score,top_4_token_id,top_4_word,top_4_score,top_5_token_id,top_5_word,top_5_score
229111,32029,,0.10546875,32041,,0.10540771484375,32059,,0.1053466796875,32048,,0.1053466796875,32015,,0.1053466796875
183500,134,�,0.07098388671875,29981,ч,0.06744384765625,29975,б,0.06719970703125,30655,্,0.06689453125,193,�,0.06439208984375
424135,32029,,0.09478759765625,32059,,0.09478759765625,32015,,0.0947265625,32063,,0.09466552734375,32048,,0.09466552734375
473121,134,�,0.06927490234375,1485,aus,0.066162109375,29975,б,0.0657958984375,29981,ч,0.065673828125,193,�,0.06512451171875
330818,32029,,0.09442138671875,32063,,0.09417724609375,32048,,0.09417724609375,32059,,0.0941162109375,32015,,0.09405517578125
303713,32029,,0.10205078125,32063,,0.1019287109375,32041,,0.1019287109375,32048,,0.1019287109375,32013,,0.101806640625
541773,32029,,0.094482421875,32063,,0.0943603515625,32015,,0.0943603515625,32048,,0.09429931640625,32008,,0.09429931640625
433915,32029,,0.075439453125,32008,,0.0751953125,32048,,0.07513427734375,32020,,0.0750732421875,32015,,0.0750732421875
513283,32029,,0.09002685546875,32059,,0.08978271484375,32048,,0.08978271484375,32063,,0.0897216796875,32041,,0.0897216796875
85376,32029,,0.09405517578125,32059,,0.09393310546875,32048,,0.09393310546875,32063,,0.09381103515625,32008,,0.09375
213547,32029,,0.1026611328125,32041,,0.1025390625,32063,,0.10247802734375,32059,,0.10247802734375,32015,,0.10247802734375
319534,32029,,0.09454345703125,32048,,0.09442138671875,32063,,0.0943603515625,32059,,0.09429931640625,32002,,0.09423828125
323799,32029,,0.09332275390625,32059,,0.09307861328125,32015,,0.09307861328125,32063,,0.09307861328125,32048,,0.09307861328125
42528,32029,,0.09619140625,32059,,0.0960693359375,32063,,0.095947265625,32048,,0.09588623046875,32015,,0.09588623046875
286503,32029,,0.08758544921875,32048,,0.08734130859375,32059,,0.0872802734375,32015,,0.0872802734375,32013,,0.08721923828125
289960,32029,,0.07440185546875,32048,,0.0740966796875,32063,,0.07403564453125,32059,,0.07403564453125,32008,,0.07403564453125
231339,32029,,0.08502197265625,32048,,0.0848388671875,32063,,0.08477783203125,32015,,0.084716796875,32008,,0.084716796875
87476,32029,,0.09100341796875,32059,,0.09075927734375,32048,,0.09075927734375,32015,,0.0906982421875,32002,,0.09063720703125
432898,134,�,0.07476806640625,32029,,0.07147216796875,32048,,0.0712890625,32063,,0.0711669921875,32008,,0.07110595703125
210230,32029,,0.08709716796875,32048,,0.08697509765625,32063,,0.08685302734375,32015,,0.08685302734375,32059,,0.0867919921875
187249,32029,,0.08050537109375,32048,,0.08026123046875,32020,,0.08026123046875,32059,,0.0802001953125,32008,,0.08013916015625
221291,29981,ч,0.0699462890625,134,�,0.069091796875,193,�,0.06561279296875,29975,б,0.064697265625,32029,,0.0640869140625
304404,32029,,0.07757568359375,32048,,0.07733154296875,32063,,0.0772705078125,32059,,0.07720947265625,32015,,0.07720947265625
369541,32029,,0.07904052734375,32048,,0.07879638671875,32059,,0.0787353515625,32015,,0.07867431640625,32008,,0.07867431640625
444142,32029,,0.08099365234375,32048,,0.080810546875,32059,,0.0806884765625,32063,,0.08062744140625,32015,,0.08062744140625
375469,32029,,0.07598876953125,32048,,0.0758056640625,32059,,0.07562255859375,32015,,0.07562255859375,32008,,0.07562255859375
